region,district,ward,village
SINGIDA,SINGIDA_RURAL_DISTRICT,MSANGE_WARD,SEFUNGA
SINGIDA,SINGIDA_RURAL_DISTRICT,MSANGE_WARD,ENDESH
SINGIDA,SINGIDA_RURAL_DISTRICT,MSANGE_WARD,MANGIDA
SINGIDA,SINGIDA_RURAL_DISTRICT,MAGHOJOA_WARD,MIPILO
SINGIDA,SINGIDA_RURAL_DISTRICT,MAGHOJOA_WARD,MAGHOJOA
SINGIDA,SINGIDA_RURAL_DISTRICT,MAGHOJOA_WARD,GHATA
SINGIDA,SINGIDA_RURAL_DISTRICT,MAGHOJOA_WARD,MWACHAMBIA
SINGIDA,SINGIDA_RURAL_DISTRICT,ITAJA_WARD,ITAJA
SINGIDA,SINGIDA_RURAL_DISTRICT,ITAJA_WARD,KINYAMWENDA
SINGIDA,SINGIDA_RURAL_DISTRICT,ITAJA_WARD,SAGARA
SINGIDA,SINGIDA_RURAL_DISTRICT,NGIMU_WARD,POHAMA
SINGIDA,SINGIDA_RURAL_DISTRICT,NGIMU_WARD,NGIMU
SINGIDA,SINGIDA_RURAL_DISTRICT,NGIMU_WARD,MWIGHANJI
SINGIDA,SINGIDA_RURAL_DISTRICT,NGIMU_WARD,LAMBA
SINGIDA,SINGIDA_RURAL_DISTRICT,MUGHUNGA_WARD,NDUAMUGHANGA
SINGIDA,SINGIDA_RURAL_DISTRICT,MUGHUNGA_WARD,MUGHUNGA
SINGIDA,SINGIDA_RURAL_DISTRICT,MUGHUNGA_WARD,UNYAMPANDA
SINGIDA,SINGIDA_RURAL_DISTRICT,MGORI_WARD,SUGHANA
SINGIDA,SINGIDA_RURAL_DISTRICT,MGORI_WARD,MGORI
SINGIDA,SINGIDA_RURAL_DISTRICT,MGORI_WARD,MUNKHOLA
SINGIDA,SINGIDA_RURAL_DISTRICT,MUGHAMO_WARD,SONGA
SINGIDA,SINGIDA_RURAL_DISTRICT,MUGHAMO_WARD,MSIKII
SINGIDA,SINGIDA_RURAL_DISTRICT,MUGHAMO_WARD,MUGHAMO
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYAGIGI_WARD,KINYAGIGI
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYAGIGI_WARD,KIHUNADI
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYAGIGI_WARD,MWANYONYE
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYAGIGI_WARD,MITULA
SINGIDA,SINGIDA_RURAL_DISTRICT,MERYA_WARD,MVAE
SINGIDA,SINGIDA_RURAL_DISTRICT,MERYA_WARD,MERYA
SINGIDA,SINGIDA_RURAL_DISTRICT,MERYA_WARD,KINYAMWAMBO
SINGIDA,SINGIDA_RURAL_DISTRICT,MERYA_WARD,MWARUFYU
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYETO_WARD,KINYETO
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYETO_WARD,MINYAA
SINGIDA,SINGIDA_RURAL_DISTRICT,KINYETO_WARD,NTUNDUU
SINGIDA,SINGIDA_RURAL_DISTRICT,NTONGE_WARD,IGAURI
SINGIDA,SINGIDA_RURAL_DISTRICT,NTONGE_WARD,NTONGE
SINGIDA,SINGIDA_RURAL_DISTRICT,NTONGE_WARD,IFOMBOU
SINGIDA,SINGIDA_RURAL_DISTRICT,NTONGE_WARD,MKIMBII
SINGIDA,SINGIDA_RURAL_DISTRICT,ILONGERO_WARD,SEKOTOURE
SINGIDA,SINGIDA_RURAL_DISTRICT,ILONGERO_WARD,MWAHANGO
SINGIDA,SINGIDA_RURAL_DISTRICT,ILONGERO_WARD,MADAMIGHA
SINGIDA,SINGIDA_RURAL_DISTRICT,ILONGERO_WARD,ILONGERO
SINGIDA,SINGIDA_RURAL_DISTRICT,MRAMA_WARD,MWAKITI
SINGIDA,SINGIDA_RURAL_DISTRICT,MRAMA_WARD,ITAMKA
SINGIDA,SINGIDA_RURAL_DISTRICT,MRAMA_WARD,MRAMA
SINGIDA,SINGIDA_RURAL_DISTRICT,MRAMA_WARD,MAKHANDI
SINGIDA,SINGIDA_RURAL_DISTRICT,MRAMA_WARD,IDD_SIMBA
SINGIDA,SINGIDA_RURAL_DISTRICT,KIJOTA_WARD,KIJOTA
SINGIDA,SINGIDA_RURAL_DISTRICT,KIJOTA_WARD,NDUU
SINGIDA,SINGIDA_RURAL_DISTRICT,KIJOTA_WARD,MITONTO
SINGIDA,SINGIDA_RURAL_DISTRICT,KIJOTA_WARD,IKIWU
SINGIDA,SINGIDA_RURAL_DISTRICT,MTINKO_WARD,MPAMBAA
SINGIDA,SINGIDA_RURAL_DISTRICT,MTINKO_WARD,MALOLO
SINGIDA,SINGIDA_RURAL_DISTRICT,MTINKO_WARD,MTINKO
SINGIDA,SINGIDA_RURAL_DISTRICT,MTINKO_WARD,MINYENYE
SINGIDA,SINGIDA_RURAL_DISTRICT,MTINKO_WARD,NDUGWIRA
SINGIDA,SINGIDA_RURAL_DISTRICT,MTINKO_WARD,MUGHANGA
SINGIDA,SINGIDA_RURAL_DISTRICT,UGHANDI_WARD,SENENE_MFURU
SINGIDA,SINGIDA_RURAL_DISTRICT,UGHANDI_WARD,LAGHANIDA
SINGIDA,SINGIDA_RURAL_DISTRICT,UGHANDI_WARD,UGHANDI_A
SINGIDA,SINGIDA_RURAL_DISTRICT,UGHANDI_WARD,UGHANDI_B
SINGIDA,SINGIDA_RURAL_DISTRICT,UGHANDI_WARD,MISINKO
SINGIDA,SINGIDA_RURAL_DISTRICT,MSISI_WARD,NTONDO
SINGIDA,SINGIDA_RURAL_DISTRICT,MSISI_WARD,NKWAE
SINGIDA,SINGIDA_RURAL_DISTRICT,MSISI_WARD,MSISI
SINGIDA,SINGIDA_RURAL_DISTRICT,MSISI_WARD,MNUNGUNA
SINGIDA,MANYONI_DISTRICT,MANYONI_WARD,MAJENGO
SINGIDA,MANYONI_DISTRICT,MANYONI_WARD,MANYONI
SINGIDA,MANYONI_DISTRICT,MANYONI_WARD,MWANZI
SINGIDA,MANYONI_DISTRICT,MANYONI_WARD,KIPONDODA
SINGIDA,MANYONI_DISTRICT,SOLYA_WARD,SOLYA
SINGIDA,MANYONI_DISTRICT,SOLYA_WARD,KILIMATINDE
SINGIDA,MANYONI_DISTRICT,MAKURU_WARD,LONDONI
SINGIDA,MANYONI_DISTRICT,MAKURU_WARD,MSEMEMBO
SINGIDA,MANYONI_DISTRICT,MAKURU_WARD,HIKA
SINGIDA,MANYONI_DISTRICT,CHIKUYU_WARD,CHILEJEHO
SINGIDA,MANYONI_DISTRICT,CHIKUYU_WARD,MTIWE
SINGIDA,MANYONI_DISTRICT,CHIKUYU_WARD,CHIKUYU
SINGIDA,MANYONI_DISTRICT,CHIKUYU_WARD,MWIBOO
SINGIDA,MANYONI_DISTRICT,MAKANDA_WARD,MAGASAI
SINGIDA,MANYONI_DISTRICT,MAKANDA_WARD,MAKANDA
SINGIDA,MANYONI_DISTRICT,MAKANDA_WARD,KITALALO
SINGIDA,MANYONI_DISTRICT,KINTINKU_WARD,UDIMAA
SINGIDA,MANYONI_DISTRICT,KINTINKU_WARD,LUSILILE
SINGIDA,MANYONI_DISTRICT,KINTINKU_WARD,KINTINKU
SINGIDA,MANYONI_DISTRICT,MVUMI_WARD,MAWENI
SINGIDA,MANYONI_DISTRICT,MVUMI_WARD,MVUMI
SINGIDA,MANYONI_DISTRICT,MVUMI_WARD,NGAITI
SINGIDA,MANYONI_DISTRICT,MAJIRI_WARD,MPANDAGANI
SINGIDA,MANYONI_DISTRICT,MAJIRI_WARD,KINANGALI
SINGIDA,MANYONI_DISTRICT,MAJIRI_WARD,MAJIRI
SINGIDA,MANYONI_DISTRICT,MAJIRI_WARD,MAHAKA
SINGIDA,MANYONI_DISTRICT,SASAJILA_WARD,CHIBUMAGWA
SINGIDA,MANYONI_DISTRICT,SASAJILA_WARD,SASAJILA
SINGIDA,MANYONI_DISTRICT,SASAJILA_WARD,MAKASUKU
SINGIDA,MANYONI_DISTRICT,IDODYANDOLE_WARD,KASHANGU
SINGIDA,MANYONI_DISTRICT,IDODYANDOLE_WARD,JEJE
SINGIDA,MANYONI_DISTRICT,IDODYANDOLE_WARD,IDODYANDOLE
SINGIDA,MANYONI_DISTRICT,IDODYANDOLE_WARD,IPANGA_MASASI
SINGIDA,MANYONI_DISTRICT,IDODYANDOLE_WARD,MBUGANI
SINGIDA,MANYONI_DISTRICT,CHIKOLA_WARD,CHIKOLA
SINGIDA,MANYONI_DISTRICT,CHIKOLA_WARD,WINAMILA
SINGIDA,MANYONI_DISTRICT,CHIKOLA_WARD,CHIDAMSULU
SINGIDA,MANYONI_DISTRICT,CHIKOLA_WARD,ITETEMA
SINGIDA,MANYONI_DISTRICT,CHIKOLA_WARD,KASANII
SINGIDA,MANYONI_DISTRICT,HEKA_WARD,HEKA_AZIMIO
SINGIDA,MANYONI_DISTRICT,HEKA_WARD,CHIKOMBO
SINGIDA,MANYONI_DISTRICT,NKONKO_WARD,MPOLA
SINGIDA,MANYONI_DISTRICT,NKONKO_WARD,NTUMBI
SINGIDA,MANYONI_DISTRICT,NKONKO_WARD,NKONKO
SINGIDA,MANYONI_DISTRICT,SANZA_WARD,IKASI
SINGIDA,MANYONI_DISTRICT,SANZA_WARD,CHICHEHO
SINGIDA,MANYONI_DISTRICT,SANZA_WARD,SANZA
SINGIDA,MANYONI_DISTRICT,SANZA_WARD,NTOPE
SINGIDA,MANYONI_DISTRICT,ISSEKE_WARD,ISSEKE
SINGIDA,MANYONI_DISTRICT,ISSEKE_WARD,IGWAMADETE
SINGIDA,MANYONI_DISTRICT,ISSEKE_WARD,MPAPA
SINGIDA,MANYONI_DISTRICT,ISSEKE_WARD,SIMBANGURU
SINGIDA,MANYONI_DISTRICT,ISSEKE_WARD,MANGOLI
SINGIDA,MANYONI_DISTRICT,RUNGWA_WARD,RUNGWA
SINGIDA,MANYONI_DISTRICT,MGANDU_WARD,KAYUI
SINGIDA,MANYONI_DISTRICT,MGANDU_WARD,ITAGATA
SINGIDA,MANYONI_DISTRICT,MGANDU_WARD,LULANGA
SINGIDA,MANYONI_DISTRICT,ITIGI_WARD,ITIGI_MJINI
SINGIDA,MANYONI_DISTRICT,IPANDE_WARD,IPANDE
SINGIDA,MANYONI_DISTRICT,IPANDE_WARD,MUHANGA
SINGIDA,MANYONI_DISTRICT,IPANDE_WARD,DAMWELU
SINGIDA,MANYONI_DISTRICT,SANJARANDA_WARD,GURUNDU
SINGIDA,MANYONI_DISTRICT,SANJARANDA_WARD,SANJARANDA
SINGIDA,MANYONI_DISTRICT,SANJARANDA_WARD,KITOPENI
SINGIDA,MANYONI_DISTRICT,AGHONDI_WARD,KAMENYANGA
SINGIDA,MANYONI_DISTRICT,AGHONDI_WARD,AGHONDI
SINGIDA,MANYONI_DISTRICT,AGHONDI_WARD,MABONDENI
SINGIDA,MANYONI_DISTRICT,AGHONDI_WARD,NJIRII
SINGIDA,MANYONI_DISTRICT,MKWESE_WARD,MKWESE
SINGIDA,MANYONI_DISTRICT,MKWESE_WARD,MITOO
SINGIDA,MANYONI_DISTRICT,MKWESE_WARD,KINYIKA
SINGIDA,MANYONI_DISTRICT,MUHALALA_WARD,MDUNUNDU
SINGIDA,MANYONI_DISTRICT,MUHALALA_WARD,MUHALALA
SINGIDA,MANYONI_DISTRICT,MUHALALA_WARD,KAPITI
SINGIDA,MANYONI_DISTRICT,SARANDA_WARD,SUKAMAHELA
SINGIDA,MANYONI_DISTRICT,SARANDA_WARD,SARANDA
SINGIDA,MANYONI_DISTRICT,SARANDA_WARD,ILALOO
SINGIDA,MANYONI_DISTRICT,MAKUTOPORA_WARD,MBWASA
SINGIDA,MANYONI_DISTRICT,MAKUTOPORA_WARD,MAKUTOPORA
SINGIDA,MANYONI_DISTRICT,MAKUTOPORA_WARD,DABIA
SINGIDA,MANYONI_DISTRICT,SASILO_WARD,CHISINGISA
SINGIDA,MANYONI_DISTRICT,SASILO_WARD,IMALAMPAKA
SINGIDA,MANYONI_DISTRICT,SASILO_WARD,SASILO
SINGIDA,MANYONI_DISTRICT,SASILO_WARD,MWITIKILA
SINGIDA,MANYONI_DISTRICT,MWAMAGEMBE_WARD,MWAMAGEMBE
SINGIDA,MANYONI_DISTRICT,MWAMAGEMBE_WARD,KINTANULA
SINGIDA,MANYONI_DISTRICT,MITUNDU_WARD,MITUNDU
SINGIDA,MANYONI_DISTRICT,MITUNDU_WARD,MAKALE
SINGIDA,MANYONI_DISTRICT,MITUNDU_WARD,IPALALYU
SINGIDA,MANYONI_DISTRICT,KITARAKA_WARD,KITARAKA
SINGIDA,MANYONI_DISTRICT,KITARAKA_WARD,DOROTO
SINGIDA,MANYONI_DISTRICT,KITARAKA_WARD,KAZIKAZI
SINGIDA,MANYONI_DISTRICT,ITIGI_MAJENGO_WARD,ZINGINALI
SINGIDA,MANYONI_DISTRICT,ITIGI_MAJENGO_WARD,ITIGI_MAJENGO
SINGIDA,MANYONI_DISTRICT,ITIGI_MAJENGO_WARD,SONGAMBELE
SINGIDA,MANYONI_DISTRICT,ITIGI_MAJENGO_WARD,TAMBUKARELI
SINGIDA,SINGIDA_URBAN_DISTRICT,MTIPA_WARD,MANGA
SINGIDA,SINGIDA_URBAN_DISTRICT,MTIPA_WARD,MTIPA
SINGIDA,SINGIDA_URBAN_DISTRICT,MUGHANGA_WARD,MJI_WA_ZAMANI
SINGIDA,SINGIDA_URBAN_DISTRICT,MUGHANGA_WARD,BOMANI
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,MANGUA_MITOGHO
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,UNYANKINDI
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,NHC
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,MITUNDURUNI
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,MSUFINI
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,KASEMBE
SINGIDA,SINGIDA_URBAN_DISTRICT,MITUNDURUNI_WARD,BIMA
SINGIDA,SINGIDA_URBAN_DISTRICT,MAJENGO_WARD,MWENGE
SINGIDA,SINGIDA_URBAN_DISTRICT,MAJENGO_WARD,NGONGOAJIBU
SINGIDA,SINGIDA_URBAN_DISTRICT,MAJENGO_WARD,UKOMBOZI
SINGIDA,SINGIDA_URBAN_DISTRICT,MAJENGO_WARD,JITULIZE
SINGIDA,SINGIDA_URBAN_DISTRICT,MAJENGO_WARD,MAJENGO
SINGIDA,SINGIDA_URBAN_DISTRICT,MAJENGO_WARD,STENDI
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMBWA_WARD,KISASIDA
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMBWA_WARD,UNYAMBWA
SINGIDA,SINGIDA_URBAN_DISTRICT,MUNGUMAJI_WARD,MUNGUMAJI
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMIKUMBI_WARD,UNYAMIKUMBI_A
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMIKUMBI_WARD,UGHAUGHA_A
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMIKUMBI_WARD,UGHAUGHA_B
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMIKUMBI_WARD,UNYAMIKUMBI_B
SINGIDA,SINGIDA_URBAN_DISTRICT,UNYAMIKUMBI_WARD,KISAKI
SINGIDA,SINGIDA_URBAN_DISTRICT,MTAMAA_WARD,MTAMAA_B
SINGIDA,SINGIDA_URBAN_DISTRICT,MTAMAA_WARD,MTAMAA_A
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,BOHARI
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,KINDAI
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,DODOMA_ROAD
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,KILAMBIDA
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,KIBAONI
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,MAHEMBE
SINGIDA,SINGIDA_URBAN_DISTRICT,KINDAI_WARD,SINGIDA_MUNANGI
SINGIDA,SINGIDA_URBAN_DISTRICT,IPEMBE_WARD,ZIMAMOTO
SINGIDA,SINGIDA_URBAN_DISTRICT,IPEMBE_WARD,SOKO
SINGIDA,SINGIDA_URBAN_DISTRICT,IPEMBE_WARD,IPEMBE
SINGIDA,SINGIDA_URBAN_DISTRICT,UTEMINI_WARD,UTEMINI
SINGIDA,SINGIDA_URBAN_DISTRICT,UTEMINI_WARD,STATION
SINGIDA,SINGIDA_URBAN_DISTRICT,UTEMINI_WARD,SABASABA
SINGIDA,SINGIDA_URBAN_DISTRICT,MWANKOKO_WARD,MWANKOKO_A
SINGIDA,SINGIDA_URBAN_DISTRICT,MWANKOKO_WARD,MWANKOKO_B
SINGIDA,SINGIDA_URBAN_DISTRICT,MWANKOKO_WARD,UNYIANGA
SINGIDA,SINGIDA_URBAN_DISTRICT,MANDEWA_WARD,MANDEWA
SINGIDA,SINGIDA_URBAN_DISTRICT,MANDEWA_WARD,MANGWANJUKI
SINGIDA,SINGIDA_URBAN_DISTRICT,MINGA_WARD,MUNUNGUNA
SINGIDA,SINGIDA_URBAN_DISTRICT,MINGA_WARD,ARUSHA_ROAD
SINGIDA,SINGIDA_URBAN_DISTRICT,MINGA_WARD,ITUNGUKIA
SINGIDA,SINGIDA_URBAN_DISTRICT,MINGA_WARD,MINGA
SINGIDA,SINGIDA_URBAN_DISTRICT,MISUNA_WARD,KARAKANA
SINGIDA,SINGIDA_URBAN_DISTRICT,MISUNA_WARD,KIMPUNGUA
SINGIDA,SINGIDA_URBAN_DISTRICT,MISUNA_WARD,MISUNA
SINGIDA,SINGIDA_URBAN_DISTRICT,MISUNA_WARD,SOKOINE
SINGIDA,SINGIDA_URBAN_DISTRICT,MISUNA_WARD,SALMIN
SINGIDA,SINGIDA_URBAN_DISTRICT,UHAMAKA_WARD,ITITI
SINGIDA,SINGIDA_URBAN_DISTRICT,UHAMAKA_WARD,UHAMAKA
SINGIDA,IKUNGI_DISTRICT,PUMA_WARD,PUMA
SINGIDA,IKUNGI_DISTRICT,PUMA_WARD,ISALANDA
SINGIDA,IKUNGI_DISTRICT,PUMA_WARD,WIBIA
SINGIDA,IKUNGI_DISTRICT,PUMA_WARD,NKUNINKANA
SINGIDA,IKUNGI_DISTRICT,KITUNTU_WARD,UTAHO_A
SINGIDA,IKUNGI_DISTRICT,KITUNTU_WARD,KITUNTU
SINGIDA,IKUNGI_DISTRICT,KITUNTU_WARD,MUSAMBU
SINGIDA,IKUNGI_DISTRICT,KITUNTU_WARD,MATYUKU
SINGIDA,IKUNGI_DISTRICT,KITUNTU_WARD,UTAHO_B
SINGIDA,IKUNGI_DISTRICT,MUNGAA_WARD,KINKU
SINGIDA,IKUNGI_DISTRICT,MUNGAA_WARD,MUNGAA
SINGIDA,IKUNGI_DISTRICT,MUNGAA_WARD,KIMBWI
SINGIDA,IKUNGI_DISTRICT,MUNGAA_WARD,MINYINGA
SINGIDA,IKUNGI_DISTRICT,MUNGAA_WARD,UNYAGHUMPI
SINGIDA,IKUNGI_DISTRICT,MUNGAA_WARD,MAKIUNGU
SINGIDA,IKUNGI_DISTRICT,SIUYU_WARD,SIUYU
SINGIDA,IKUNGI_DISTRICT,SIUYU_WARD,UNYANKHANYA
SINGIDA,IKUNGI_DISTRICT,SIUYU_WARD,MAKOTEA
SINGIDA,IKUNGI_DISTRICT,KIKIO_WARD,MUNANE
SINGIDA,IKUNGI_DISTRICT,KIKIO_WARD,NKUNDI
SINGIDA,IKUNGI_DISTRICT,KIKIO_WARD,MKUNGUAKIHENDO
SINGIDA,IKUNGI_DISTRICT,LIGHWA_WARD,MWISI
SINGIDA,IKUNGI_DISTRICT,LIGHWA_WARD,UJAIRE
SINGIDA,IKUNGI_DISTRICT,LIGHWA_WARD,LIGHWA
SINGIDA,IKUNGI_DISTRICT,MISUGHAA_WARD,MISUGHAA
SINGIDA,IKUNGI_DISTRICT,MISUGHAA_WARD,MSULE
SINGIDA,IKUNGI_DISTRICT,MISUGHAA_WARD,SAKAA
SINGIDA,IKUNGI_DISTRICT,NTUNTU_WARD,MAMPANDO
SINGIDA,IKUNGI_DISTRICT,NTUNTU_WARD,NTUNTU
SINGIDA,IKUNGI_DISTRICT,NTUNTU_WARD,NTEWA_A
SINGIDA,IKUNGI_DISTRICT,NTUNTU_WARD,NTEWA_B
SINGIDA,IKUNGI_DISTRICT,NTUNTU_WARD,TARU
SINGIDA,IKUNGI_DISTRICT,DUNGUNYI_WARD,MUNKINYA
SINGIDA,IKUNGI_DISTRICT,DUNGUNYI_WARD,DAMANKIA
SINGIDA,IKUNGI_DISTRICT,DUNGUNYI_WARD,SAMAKA
SINGIDA,IKUNGI_DISTRICT,DUNGUNYI_WARD,DUNGUNYI
SINGIDA,IKUNGI_DISTRICT,DUNGUNYI_WARD,KIPUMBUIKO
SINGIDA,IKUNGI_DISTRICT,MANGONYI_WARD,MWAU
SINGIDA,IKUNGI_DISTRICT,MANGONYI_WARD,MANGONYI
SINGIDA,IKUNGI_DISTRICT,MANGONYI_WARD,SAMBARU
SINGIDA,IKUNGI_DISTRICT,MANGONYI_WARD,TUPENDANE
SINGIDA,IKUNGI_DISTRICT,MANGONYI_WARD,MLUMBI
SINGIDA,IKUNGI_DISTRICT,MKIWA_WARD,MKIWA
SINGIDA,IKUNGI_DISTRICT,MKIWA_WARD,CHODA
SINGIDA,IKUNGI_DISTRICT,ISSUNA_WARD,NKUHI
SINGIDA,IKUNGI_DISTRICT,ISSUNA_WARD,ISSUNA_B
SINGIDA,IKUNGI_DISTRICT,ISSUNA_WARD,ISSUNA_A
SINGIDA,IKUNGI_DISTRICT,ISSUNA_WARD,NGONGOSORO
SINGIDA,IKUNGI_DISTRICT,ISSUNA_WARD,TUMAINI
SINGIDA,IKUNGI_DISTRICT,UNYAHATI_WARD,MUUNGANO
SINGIDA,IKUNGI_DISTRICT,UNYAHATI_WARD,MAHAMBE
SINGIDA,IKUNGI_DISTRICT,UNYAHATI_WARD,MATARE
SINGIDA,IKUNGI_DISTRICT,UNYAHATI_WARD,ULYAMPITI
SINGIDA,IKUNGI_DISTRICT,UNYAHATI_WARD,KINYAMWANDYO
SINGIDA,IKUNGI_DISTRICT,IKUNGI_WARD,IGHUKA
SINGIDA,IKUNGI_DISTRICT,IKUNGI_WARD,IKUNGI
SINGIDA,IKUNGI_DISTRICT,IKUNGI_WARD,MBWANJIKI
SINGIDA,IKUNGI_DISTRICT,IKUNGI_WARD,MATONGO
SINGIDA,IKUNGI_DISTRICT,IGLANSONI_WARD,MNYANGE
SINGIDA,IKUNGI_DISTRICT,IGLANSONI_WARD,IGLANSONI
SINGIDA,IKUNGI_DISTRICT,ISEKE_WARD,NKHOIREE
SINGIDA,IKUNGI_DISTRICT,ISEKE_WARD,ISEKE
SINGIDA,IKUNGI_DISTRICT,ISEKE_WARD,UNYANGWE
SINGIDA,IKUNGI_DISTRICT,IHANJA_WARD,IHANJA
SINGIDA,IKUNGI_DISTRICT,IHANJA_WARD,CHUNGU
SINGIDA,IKUNGI_DISTRICT,IHANJA_WARD,NDURU
SINGIDA,IKUNGI_DISTRICT,MINYUGHE_WARD,MISAKE
SINGIDA,IKUNGI_DISTRICT,MINYUGHE_WARD,MTAVIRA
SINGIDA,IKUNGI_DISTRICT,MINYUGHE_WARD,MINYUGHE
SINGIDA,IKUNGI_DISTRICT,MINYUGHE_WARD,MAYAHA
SINGIDA,IKUNGI_DISTRICT,MUHINTIRI_WARD,MPETU
SINGIDA,IKUNGI_DISTRICT,MUHINTIRI_WARD,MUHINTIRI
SINGIDA,IKUNGI_DISTRICT,MUHINTIRI_WARD,KINYAMPEMBEE
SINGIDA,IKUNGI_DISTRICT,IYUMBU_WARD,MAKUNGU
SINGIDA,IKUNGI_DISTRICT,IYUMBU_WARD,IYUMBU
SINGIDA,IKUNGI_DISTRICT,IYUMBU_WARD,MKENENE
SINGIDA,IKUNGI_DISTRICT,MGUNGIRA_WARD,UFANA
SINGIDA,IKUNGI_DISTRICT,MGUNGIRA_WARD,MWANKARAJA
SINGIDA,IKUNGI_DISTRICT,MGUNGIRA_WARD,MGUNGIRA
SINGIDA,IKUNGI_DISTRICT,MWARU_WARD,KAUGERI
SINGIDA,IKUNGI_DISTRICT,MWARU_WARD,MPUNGIZI
SINGIDA,IKUNGI_DISTRICT,MWARU_WARD,MWARU
SINGIDA,IKUNGI_DISTRICT,MWARU_WARD,MLANDALA
SINGIDA,IKUNGI_DISTRICT,MWARU_WARD,MDUGHUYU
SINGIDA,IKUNGI_DISTRICT,IGHOMBWE_WARD,JERUMAN
SINGIDA,IKUNGI_DISTRICT,IGHOMBWE_WARD,IGHOMBWE
SINGIDA,IKUNGI_DISTRICT,IGHOMBWE_WARD,MSOSA
SINGIDA,IKUNGI_DISTRICT,IGHOMBWE_WARD,MAKHONDA
SINGIDA,IKUNGI_DISTRICT,MTUNDURU_WARD,KINTANDAA
SINGIDA,IKUNGI_DISTRICT,MTUNDURU_WARD,KIPUNDA
SINGIDA,IKUNGI_DISTRICT,MTUNDURU_WARD,MTUNDURU
SINGIDA,IKUNGI_DISTRICT,MTUNDURU_WARD,MASWEYA
SINGIDA,IKUNGI_DISTRICT,SEPUKA_WARD,MSUNGUA
SINGIDA,IKUNGI_DISTRICT,SEPUKA_WARD,MNANGANA
SINGIDA,IKUNGI_DISTRICT,SEPUKA_WARD,MUSIMI
SINGIDA,IKUNGI_DISTRICT,IRISYA_WARD,IRISYA
SINGIDA,IKUNGI_DISTRICT,IRISYA_WARD,MWASUTIANGA
SINGIDA,IKUNGI_DISTRICT,IRISYA_WARD,MUNYU
SINGIDA,MKALAMA_DISTRICT,MPAMBALA_WARD,NYAHAA
SINGIDA,MKALAMA_DISTRICT,MPAMBALA_WARD,MPAMBALA
SINGIDA,MKALAMA_DISTRICT,MPAMBALA_WARD,MKIKO
SINGIDA,MKALAMA_DISTRICT,MPAMBALA_WARD,LUGONGO
SINGIDA,MKALAMA_DISTRICT,MWANGEZA_WARD,ENDASIKU
SINGIDA,MKALAMA_DISTRICT,MWANGEZA_WARD,IKOLO
SINGIDA,MKALAMA_DISTRICT,MWANGEZA_WARD,MUNGULI
SINGIDA,MKALAMA_DISTRICT,MWANGEZA_WARD,DOMINIC
SINGIDA,MKALAMA_DISTRICT,MWANGEZA_WARD,MWANGEZA
SINGIDA,MKALAMA_DISTRICT,MWANGA_WARD,MARERA
SINGIDA,MKALAMA_DISTRICT,MWANGA_WARD,KIDARAFA
SINGIDA,MKALAMA_DISTRICT,MWANGA_WARD,MSIU
SINGIDA,MKALAMA_DISTRICT,MWANGA_WARD,MWANGA
SINGIDA,MKALAMA_DISTRICT,MWANGA_WARD,NKALAKALA
SINGIDA,MKALAMA_DISTRICT,MWANGA_WARD,MALAJA
SINGIDA,MKALAMA_DISTRICT,NKINTO_WARD,NKINTO
SINGIDA,MKALAMA_DISTRICT,NKINTO_WARD,MNTAMBA
SINGIDA,MKALAMA_DISTRICT,NKINTO_WARD,KINYAMBULI
SINGIDA,MKALAMA_DISTRICT,NKINTO_WARD,MAZANGILI
SINGIDA,MKALAMA_DISTRICT,IBAGA_WARD,ILONGO
SINGIDA,MKALAMA_DISTRICT,IBAGA_WARD,MKALAMA
SINGIDA,MKALAMA_DISTRICT,IBAGA_WARD,IGONIA
SINGIDA,MKALAMA_DISTRICT,IBAGA_WARD,IGENGU
SINGIDA,MKALAMA_DISTRICT,IBAGA_WARD,IBAGA
